ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
60	Kashmiri	sixty 	tʃeːʈʰ	t ʃ eː ʈʰ	sixty	t ʃ eː ʈʰ	9		SAND
61	Kashmiri	sixty one	əkʰhəʈʰ	ə kʰ + h ə ʈʰ	one sixty2	ə kʰ + h ə ʈʰ	19 13		SAND
62	Kashmiri	sixty two	duhəʈʰ	d u + h ə ʈʰ	two3 sixty2	d u + h ə ʈʰ	18 13		SAND
63	Kashmiri	sixty three	truhəʈʰ	t r u + h ə ʈʰ	three4 sixty2	t r u + h ə ʈʰ	3 13		SAND
64	Kashmiri	sixty four	tʃuhəʈʰ	t ʃ u + h ə ʈʰ	four4 sixty2	t ʃ u + h ə ʈʰ	2 13		SAND
65	Kashmiri	sixty five	pɑ̃tʃhəʈʰ	p ɑ̃ t ʃ + h ə ʈʰ	five sixty2	p ɑ̃ t ʃ + h ə ʈʰ	23 13		SAND
66	Kashmiri	sixty six	suhəʈʰ	s u + h ə ʈʰ	six3 sixty2	s u + h ə ʈʰ	16 13		SAND
67	Kashmiri	sixty seven	səthəʈʰ	s ə/ɑː t/tʰ + h ə ʈʰ	seven sixty2	s ə t + h ə ʈʰ	21 13		SAND
68	Kashmiri	sixty eight	ərhəʈʰ	ə r + h ə ʈʰ	eight2 sixty2	ə r + h ə ʈʰ	45 13		SAND
69	Kashmiri	sixty nine	kunsətətʰ	k u n + s ə t ə tʰ	minus seventy	k u n + s ə t ə tʰ	20 43		SAND
70	Kashmiri	seventy 	sətətʰ	s ə t ə tʰ	seventy	s ə t ə tʰ	43		SAND
71	Kashmiri	seventy one	əkʰsətətʰ	ə kʰ + s ə t ə tʰ	one seventy	ə kʰ + s ə t ə tʰ	19 43		SAND
72	Kashmiri	seventy two	dusətətʰ	d u + s ə t ə tʰ	two3 seventy	d u + s ə t ə tʰ	18 43		SAND
73	Kashmiri	seventy three	trusətətʰ	t r u + s ə t ə tʰ	three4 seventy	t r u + s ə t ə tʰ	3 43		SAND
74	Kashmiri	seventy four	tʃusətətʰ	t ʃ u + s ə t ə tʰ	four4 seventy	t ʃ u + s ə t ə tʰ	2 43		SAND
75	Kashmiri	seventy five	pɑ̃tʃsətətʰ	p ɑ̃ t ʃ + s ə t ə tʰ	five seventy	p ɑ̃ t ʃ + s ə t ə tʰ	23 43		SAND
76	Kashmiri	seventy six	susətətʰ	s u + s ə t ə tʰ	six3 seventy	s u + s ə t ə tʰ	16 43		SAND
77	Kashmiri	seventy seven	sɑtsətətʰ	s ɑ t + s ə t ə tʰ	seven2 seventy	s ɑ t + s ə t ə tʰ	37 43		SAND
78	Kashmiri	seventy eight	ərsətətʰ	ə r + s ə t ə tʰ	eight2 seventy	ə r + s ə t ə tʰ	45 43		SAND
79	Kashmiri	seventy nine	kusɪːtʰə	k u + s ɪː tʰ ə	minus2 eighty	k u + s ɪː tʰ ə	51 42		SAND
80	Kashmiri	eighty 	sɪːtʰə	s ɪː tʰ ə	eighty	s ɪː tʰ ə	42		SAND
81	Kashmiri	eighty one	əkʰsɪːtʰə	ə kʰ + s ɪː tʰ ə	one eighty	ə kʰ + s ɪː tʰ ə	19 42		SAND
82	Kashmiri	eighty two	dusɪːtʰə	d u + s ɪː tʰ ə	two3 eighty	d u + s ɪː tʰ ə	18 42		SAND
83	Kashmiri	eighty three	trusɪːtʰə	t r u + s ɪː tʰ ə	three4 eighty	t r u + s ɪː tʰ ə	3 42		SAND
84	Kashmiri	eighty four	tʃusɪːtʰə	t ʃ u + s ɪː tʰ ə	four4 eighty	t ʃ u + s ɪː tʰ ə	2 42		SAND
85	Kashmiri	eighty five	pɑ̃tʃsɪːtʰə	p ɑ̃ t ʃ + s ɪː tʰ ə	five eighty	p ɑ̃ t ʃ + s ɪː tʰ ə	23 42		SAND
86	Kashmiri	eighty six	susɪːtʰə	s u + s ɪː tʰ ə	six3 eighty	s u + s ɪː tʰ ə	16 42		SAND
87	Kashmiri	eighty seven	sətsɪːtʰə	s ə/ɑː t/tʰ + s ɪː tʰ ə	seven eighty	s ə t + s ɪː tʰ ə	21 42		SAND
88	Kashmiri	eighty eight	ərsɪːtʰə	ə r + s ɪː tʰ ə	eight2 eighty	ə r + s ɪː tʰ ə	45 42		SAND
89	Kashmiri	eighty nine	kunnəmətʰ	k u n + n ə m ə tʰ	minus ninety2	k u n + n ə m ə tʰ	20 6		SAND
90	Kashmiri	ninety 	nəmətʰ	n ə m ə tʰ	ninety2	n ə m ə tʰ	6		SAND
91	Kashmiri	ninety one	əkʰnəmətʰ	ə kʰ + n ə m ə tʰ	one ninety2	ə kʰ + n ə m ə tʰ	19 6		SAND
92	Kashmiri	ninety two	dunəmətʰ	d u + n ə m ə tʰ	two3 ninety2	d u + n ə m ə tʰ	18 6		SAND
93	Kashmiri	ninety three	trunəmətʰ	t r u + n ə m ə tʰ	three4 ninety2	t r u + n ə m ə tʰ	3 6		SAND
94	Kashmiri	ninety four	tʃunəmətʰ	t ʃ u + n ə m ə tʰ	four4 ninety2	t ʃ u + n ə m ə tʰ	2 6		SAND
95	Kashmiri	ninety five	pɑ̃tʃnəmətʰ	p ɑ̃ t ʃ + n ə m ə tʰ	five ninety2	p ɑ̃ t ʃ + n ə m ə tʰ	23 6		SAND
96	Kashmiri	ninety six	sunəmətʰ	s u + n ə m ə tʰ	six3 ninety2	s u + n ə m ə tʰ	16 6		SAND
97	Kashmiri	ninety seven	sətnəmətʰ	s ə/ɑː t/tʰ + n ə m ə tʰ	seven ninety2	s ə t + n ə m ə tʰ	21 6		SAND
98	Kashmiri	ninety eight	ərnəmətʰ	ə r + n ə m ə tʰ	eight2 ninety2	ə r + n ə m ə tʰ	45 6		SAND
99	Kashmiri	ninety nine	nəmnəmətʰ	n ə m + n ə m ə tʰ	nine2 ninety2	n ə m + n ə m ə tʰ	48 6		SAND
