ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
179	Scottish_Gaelic	ninety five	ceithir fichead 's a còig deug	kʲehɪrʲfiçədsəkoːgʲdʲiəg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ + dʲ i/- ə/e g/ç	four twenty and numeral_particle five ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + k oː gʲ + dʲ i/- ə/e g/ç	4 20 15 16 5 11	vigesimal	LearnGaelic2021
180	Scottish_Gaelic	ninety five	naochad 's a còig	n̪ˠɯːxədsəkoːgʲ	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	ninety and numeral_particle five	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + k oː gʲ	90 15 16 5	decimal	LearnGaelic2021
181	Scottish_Gaelic	ninety six	ceithir fichead 's a sia deug	kʲehɪrʲfiçədsəʃiadʲiəg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a + dʲ i/- ə/e g/ç	four twenty and numeral_particle six ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ i a + dʲ i/- ə/e g/ç	4 20 15 16 6 11	vigesimal	LearnGaelic2021
182	Scottish_Gaelic	ninety six	naochad 's a sia	n̪ˠɯːxədsəʃia	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + ʃ i a	ninety and numeral_particle six	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + ʃ i a	90 15 16 6	decimal	LearnGaelic2021
183	Scottish_Gaelic	ninety seven	ceithir fichead 's a seachd deug	kʲehɪrʲfiçədsəʃɛxgdʲiəg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g + dʲ i/- ə/e g/ç	four twenty and numeral_particle seven ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g + dʲ i/- ə/e g/ç	4 20 15 16 7 11	vigesimal	LearnGaelic2021
184	Scottish_Gaelic	ninety seven	naochad 's a seachd	n̪ˠɯːxədsəʃɛxg	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	ninety and numeral_particle seven	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + ʃ ɛ x g	90 15 16 7	decimal	LearnGaelic2021
185	Scottish_Gaelic	ninety eight	ceithir fichead 's a h-ochd deug	kʲehɪrʲfiçədsəhɔxgdʲiəg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g + dʲ i/- ə/e g/ç	four twenty and numeral_particle eight ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g + dʲ i/- ə/e g/ç	4 20 15 16 8 11	vigesimal	LearnGaelic2021
186	Scottish_Gaelic	ninety eight	naochad 's a h-ochd	n̪ˠɯːxədsəhɔxg	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	ninety and numeral_particle eight	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + h/- ɔ x g	90 15 16 8	decimal	LearnGaelic2021
187	Scottish_Gaelic	ninety nine	ceithir fichead 's a naoi deug	kʲehɪrʲfiçədsən̪ˠɯjdʲiəg	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j + dʲ i/- ə/e g/ç	four twenty and numeral_particle nine ten	kʲ e h ɪ rʲ + f i ç ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j + dʲ i/- ə/e g/ç	4 20 15 16 9 11	vigesimal	LearnGaelic2021
188	Scottish_Gaelic	ninety nine	naochad 's a naoi	n̪ˠɯːxədsən̪ˠɯj	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	ninety and numeral_particle nine	n̪ˠ ɯː x ə d + -/a -/ɣ -/ə s + ə + n̪ˠ ɯ j	90 15 16 9	decimal	LearnGaelic2021
