ID	DOCULECT	CONCEPT	FORM	TOKENS	MORPHEMES	ALIGNMENT	COGIDS	NOTE	SOURCE
84	Kalasha	eighty four	čawbišižečáw	ʧ a u + b i ʃ i + ʒ e + ʧ a u	four twenty and four	ʧ a u + b i ʃ i + ʒ e + ʧ a u	4 12 1 4		PetersenKalasha2015
85	Kalasha	eighty five	čawbišižepónǰ	ʧ a u + b i ʃ i + ʒ e + p o n ʤ	four twenty and five	ʧ a u + b i ʃ i + ʒ e + p o n ʤ	4 12 1 3		PetersenKalasha2015
86	Kalasha	eighty six	čawbišižeṣó	ʧ a u + b i ʃ i + ʒ e + ʂ o	four twenty and six	ʧ a u + b i ʃ i + ʒ e + ʂ o	4 12 1 8		PetersenKalasha2015
87	Kalasha	eighty seven	čawbišižesát	ʧ a u + b i ʃ i + ʒ e + s a t	four twenty and seven	ʧ a u + b i ʃ i + ʒ e + s a t	4 12 1 7		PetersenKalasha2015
88	Kalasha	eighty eight	čawbišižeáṣṭ	ʧ a u + b i ʃ i + ʒ e + a ʂ ʈ	four twenty and eight	ʧ a u + b i ʃ i + ʒ e + a ʂ ʈ	4 12 1 2		PetersenKalasha2015
89	Kalasha	eighty nine	čawbišiženó	ʧ a u + b i ʃ i + ʒ e + n o	four twenty and nine	ʧ a u + b i ʃ i + ʒ e + n o	4 12 1 5		PetersenKalasha2015
90	Kalasha	ninety	čawbišižedáš	ʧ a u + b i ʃ i + ʒ e + d a ʃ	four twenty and ten	ʧ a u + b i ʃ i + ʒ e + d a ʃ	4 12 1 10		PetersenKalasha2015
91	Kalasha	ninety one	čawbišižedažeéga	ʧ a u + b i ʃ i + ʒ e + d a -/ʃ + ʒ e + e g + a	four twenty and ten and one suffix	ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + e g + a	4 12 1 10 1 6 9		PetersenKalasha2015
92	Kalasha	ninety two	čawbišižedažedúa	ʧ a u + b i ʃ i + ʒ e + d a -/ʃ + ʒ e + d u + a	four twenty and ten and two suffix	ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + d u + a	4 12 1 10 1 13 9		PetersenKalasha2015
93	Kalasha	ninety three	čawbišižedažetré	ʧ a u + b i ʃ i + ʒ e + d a -/ʃ + ʒ e + t r e	four twenty and ten and three	ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + t r e + a	4 12 1 10 1 11		PetersenKalasha2015
94	Kalasha	ninety four	čawbišižedažečáw	ʧ a u + b i ʃ i + ʒ e + d a -/ʃ + ʒ e + ʧ a u	four twenty and ten and four	ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + ʧ a u + a	4 12 1 10 1 4		PetersenKalasha2015
95	Kalasha	ninety five	čawbišižedažepónǰ	ʧ a u + b i ʃ i + ʒ e + d a -/ʃ + ʒ e + p o n ʤ	four twenty and ten and five	ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + p o n ʤ + a	4 12 1 10 1 3		PetersenKalasha2015
96	Kalasha	ninety six	čawbišižedažeṣó	ʧ a u + b i ʃ i + ʒ e + d a -/ʃ + ʒ e + ʂ o	four twenty and ten and six	ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + ʂ o + a	4 12 1 10 1 8		PetersenKalasha2015
97	Kalasha	ninety seven	čawbišižedažesát	ʧ a u + b i ʃ i + ʒ e + d a -/ʃ + ʒ e + s a t	four twenty and ten and seven	ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + s a t + a	4 12 1 10 1 7		PetersenKalasha2015
98	Kalasha	ninety eight	čawbišižedažeáṣṭ	ʧ a u + b i ʃ i + ʒ e + d a -/ʃ + ʒ e + a ʂ ʈ	four twenty and ten and eight	ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + a ʂ ʈ + a	4 12 1 10 1 2		PetersenKalasha2015
99	Kalasha	ninety nine	čawbišižedaženó	ʧ a u + b i ʃ i + ʒ e + d a -/ʃ + ʒ e + n o	four twenty and ten and nine	ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + n o + a	4 12 1 10 1 5		PetersenKalasha2015
