ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Morphemes,Cognates,Surface_Form,Underlying_Form,Tokens
Huallaga_Quechua-Chan-2019-133-29-29-1,,Huallaga_Quechua,Chan-2019-133-29-29,iʃkaj tʃuŋka isqon,iʃkaj tʃuŋka isqon,i ʃ k a j + tʃ u ŋ k a + i s q o n,,HuallagaQuechua1;HuallagaQuechua2,,,,,two ten nine,2 10 4,i ʃ k a j + tʃ u ŋ k a + i s q o n,i ʃ k a j + tʃ u ŋ k a + i s q o n,i ʃ k a j + tʃ u ŋ k a + i s q o n
Huallaga_Quechua-Chan-2019-133-30-30-1,,Huallaga_Quechua,Chan-2019-133-30-30,kimsa tʃuŋka,kimsa tʃuŋka,k i m s a + tʃ u ŋ k a,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten,5 10,k i m s a + tʃ u ŋ k a,k i m s a + tʃ u ŋ k a,k i m s a + tʃ u ŋ k a
Huallaga_Quechua-Chan-2019-133-31-31-1,,Huallaga_Quechua,Chan-2019-133-31-31,kimsa tʃuŋka huk,kimsa tʃuŋka huk,k i m s a + tʃ u ŋ k a + h u k,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten one,5 10 1,k i m s a + tʃ u ŋ k a + h u k,k i m s a + tʃ u ŋ k a + h u k,k i m s a + tʃ u ŋ k a + h u k
Huallaga_Quechua-Chan-2019-133-32-32-1,,Huallaga_Quechua,Chan-2019-133-32-32,kimsa tʃuŋka iʃkaj,kimsa tʃuŋka iʃkaj,k i m s a + tʃ u ŋ k a + i ʃ k a j,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten two,5 10 2,k i m s a + tʃ u ŋ k a + i ʃ k a j,k i m s a + tʃ u ŋ k a + i ʃ k a j,k i m s a + tʃ u ŋ k a + i ʃ k a j
Huallaga_Quechua-Chan-2019-133-33-33-1,,Huallaga_Quechua,Chan-2019-133-33-33,kimsa tʃuŋka kimsa,kimsa tʃuŋka kimsa,k i m s a + tʃ u ŋ k a + k i m s a,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten three,5 10 5,k i m s a + tʃ u ŋ k a + k i m s a,k i m s a + tʃ u ŋ k a + k i m s a,k i m s a + tʃ u ŋ k a + k i m s a
Huallaga_Quechua-Chan-2019-133-34-34-1,,Huallaga_Quechua,Chan-2019-133-34-34,kimsa tʃuŋka tʃusku,kimsa tʃuŋka tʃusku,k i m s a + tʃ u ŋ k a + tʃ u s k u,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten four,5 10 11,k i m s a + tʃ u ŋ k a + tʃ u s k u,k i m s a + tʃ u ŋ k a + tʃ u s k u,k i m s a + tʃ u ŋ k a + tʃ u s k u
Huallaga_Quechua-Chan-2019-133-35-35-1,,Huallaga_Quechua,Chan-2019-133-35-35,kimsa tʃuŋka pitʃqa,kimsa tʃuŋka pitʃqa,k i m s a + tʃ u ŋ k a + p i tʃ q a,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten five,5 10 6,k i m s a + tʃ u ŋ k a + p i tʃ q a,k i m s a + tʃ u ŋ k a + p i tʃ q a,k i m s a + tʃ u ŋ k a + p i tʃ q a
Huallaga_Quechua-Chan-2019-133-36-36-1,,Huallaga_Quechua,Chan-2019-133-36-36,kimsa tʃuŋka soqta,kimsa tʃuŋka soqta,k i m s a + tʃ u ŋ k a + s o q t a,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten six,5 10 9,k i m s a + tʃ u ŋ k a + s o q t a,k i m s a + tʃ u ŋ k a + s o q t a,k i m s a + tʃ u ŋ k a + s o q t a
Huallaga_Quechua-Chan-2019-133-37-37-1,,Huallaga_Quechua,Chan-2019-133-37-37,kimsa tʃuŋka qantʃis,kimsa tʃuŋka qantʃis,k i m s a + tʃ u ŋ k a + q a n tʃ i s,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten seven,5 10 8,k i m s a + tʃ u ŋ k a + q a n tʃ i s,k i m s a + tʃ u ŋ k a + q a n tʃ i s,k i m s a + tʃ u ŋ k a + q a n tʃ i s
Huallaga_Quechua-Chan-2019-133-38-38-1,,Huallaga_Quechua,Chan-2019-133-38-38,kimsa tʃuŋka pusaq,kimsa tʃuŋka pusaq,k i m s a + tʃ u ŋ k a + p u s a q,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten eight,5 10 7,k i m s a + tʃ u ŋ k a + p u s a q,k i m s a + tʃ u ŋ k a + p u s a q,k i m s a + tʃ u ŋ k a + p u s a q
Huallaga_Quechua-Chan-2019-133-39-39-1,,Huallaga_Quechua,Chan-2019-133-39-39,kimsa tʃuŋka isqon,kimsa tʃuŋka isqon,k i m s a + tʃ u ŋ k a + i s q o n,,HuallagaQuechua1;HuallagaQuechua2,,,,,three ten nine,5 10 4,k i m s a + tʃ u ŋ k a + i s q o n,k i m s a + tʃ u ŋ k a + i s q o n,k i m s a + tʃ u ŋ k a + i s q o n
Huallaga_Quechua-Chan-2019-133-40-40-1,,Huallaga_Quechua,Chan-2019-133-40-40,tʃusku tʃuŋka,tʃusku tʃuŋka,tʃ u s k u + tʃ u ŋ k a,,HuallagaQuechua1;HuallagaQuechua2,,,,,four ten,11 10,tʃ u s k u + tʃ u ŋ k a,tʃ u s k u + tʃ u ŋ k a,tʃ u s k u + tʃ u ŋ k a
Irish-Chan-2019-133-1-1-1,,Irish,Chan-2019-133-1-1,eːnˠ,eːnˠ,eː nˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,one,1,eː nˠ,eː nˠ,eː nˠ
Irish-Chan-2019-133-2-2-1,,Irish,Chan-2019-133-2-2,d̪ˠoː,d̪ˠoː,d̪ˠ oː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,two,2,d̪ˠ oː,d̪ˠ oː,d̪ˠ oː
Irish-Chan-2019-133-3-3-1,,Irish,Chan-2019-133-3-3,tʲɾʲiː,tʲɾʲiː,tʲ ɾʲ iː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three,3,tʲ ɾʲ iː,tʲ ɾʲ iː,tʲ ɾʲ iː
Irish-Chan-2019-133-4-4-1,,Irish,Chan-2019-133-4-4,cahəɾʲ,cahəɾʲ,c a h ə ɾʲ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,four,4,c a h ə ɾʲ,c a h ə ɾʲ,c a h ə ɾʲ
Irish-Chan-2019-133-5-5-1,,Irish,Chan-2019-133-5-5,kuːɟ,kuːɟ,k uː ɟ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,five,5,k uː ɟ,k uː ɟ,k uː ɟ
Irish-Chan-2019-133-6-6-1,,Irish,Chan-2019-133-6-6,ʃeː,ʃeː,ʃ eː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,six,6,ʃ eː,ʃ eː,ʃ eː
Irish-Chan-2019-133-7-7-1,,Irish,Chan-2019-133-7-7,ʃaxt̪ˠ,ʃaxt̪ˠ,ʃ a x t̪ˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,seven,7,ʃ a x t̪ˠ,ʃ a x t̪ˠ,ʃ a x t̪ˠ
Irish-Chan-2019-133-8-8-1,,Irish,Chan-2019-133-8-8,ɔxt̪ˠ,ɔxt̪ˠ,ɔ x t̪ˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,eight,8,ɔ x t̪ˠ,ɔ x t̪ˠ,ɔ x t̪ˠ
Irish-Chan-2019-133-9-9-1,,Irish,Chan-2019-133-9-9,n̪ˠiː,n̪ˠiː,n̪ˠ iː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,nine,9,n̪ˠ iː,n̪ˠ iː,n̪ˠ iː
Irish-Chan-2019-133-10-10-1,,Irish,Chan-2019-133-10-10,dʲɛç,dʲɛç,dʲ ɛ ç,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,ten,11,dʲ ɛ ç,dʲ ɛ ç,dʲ ɛ ç
Irish-Chan-2019-133-11-11-1,,Irish,Chan-2019-133-11-11,eːnˠdʲeːg,eːnˠdʲeːg,eː nˠ + dʲ eː g,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,one ten,1 11,eː nˠ + dʲ eː g,eː nˠ + dʲ ɛ ç,eː nˠ + dʲ eː/ɛ g/ç
Irish-Chan-2019-133-12-12-1,,Irish,Chan-2019-133-12-12,d̪ˠoːjeːg,d̪ˠoːjeːg,d̪ˠ oː + j eː g,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,two ten,2 11,d̪ˠ oː + j eː g,d̪ˠ oː + dʲ ɛ ç,d̪ˠ oː + j/dʲ eː/ɛ g/ç
Irish-Chan-2019-133-13-13-1,,Irish,Chan-2019-133-13-13,tʲɾʲiːdʲeːg,tʲɾʲiːdʲeːg,tʲ ɾʲ iː + dʲ eː g,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three ten,3 11,tʲ ɾʲ iː + dʲ eː g,tʲ ɾʲ iː + dʲ ɛ ç,tʲ ɾʲ iː + dʲ eː/ɛ g/ç
Irish-Chan-2019-133-14-14-1,,Irish,Chan-2019-133-14-14,cahəɾʲjeːg,cahəɾʲjeːg,c a h ə ɾʲ + dʲ eː g,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,four ten,4 11,c a h ə ɾʲ + dʲ eː g,c a h ə ɾʲ + dʲ ɛ ç,c a h ə ɾʲ + dʲ eː/ɛ g/ç
Irish-Chan-2019-133-15-15-1,,Irish,Chan-2019-133-15-15,kuːɟdʲeːg,kuːɟdʲeːg,k uː ɟ + dʲ eː g,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,five ten,5 11,k uː ɟ + dʲ eː g,k uː ɟ + dʲ ɛ ç,k uː ɟ + dʲ eː/ɛ g/ç
Irish-Chan-2019-133-16-16-1,,Irish,Chan-2019-133-16-16,ʃeːdʲeːg,ʃeːdʲeːg,ʃ eː + dʲ eː g,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,six ten,6 11,ʃ eː + dʲ eː g,ʃ eː + dʲ ɛ ç,ʃ eː + dʲ eː/ɛ g/ç
Irish-Chan-2019-133-17-17-1,,Irish,Chan-2019-133-17-17,ʃaxt̪ˠdʲeːg,ʃaxt̪ˠdʲeːg,ʃ a x t̪ˠ + dʲ eː g,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,seven ten,7 11,ʃ a x t̪ˠ + dʲ eː g,ʃ a x t̪ˠ + dʲ ɛ ç,ʃ a x t̪ˠ + dʲ eː/ɛ g/ç
Irish-Chan-2019-133-18-18-1,,Irish,Chan-2019-133-18-18,ɔxt̪ˠdʲeːg,ɔxt̪ˠdʲeːg,ɔ x t̪ˠ + dʲ eː g,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,eight ten,8 11,ɔ x t̪ˠ + dʲ eː g,ɔ x t̪ˠ + dʲ ɛ ç,ɔ x t̪ˠ + dʲ eː/ɛ g/ç
Irish-Chan-2019-133-19-19-1,,Irish,Chan-2019-133-19-19,n̪ˠiːdʲeːg,n̪ˠiːdʲeːg,n̪ˠ iː + dʲ eː g,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,nine ten,9 11,n̪ˠ iː + dʲ eː g,n̪ˠ iː + dʲ ɛ ç,n̪ˠ iː + dʲ eː/ɛ g/ç
Irish-Chan-2019-133-20-20-1,,Irish,Chan-2019-133-20-20,fʲɪçə,fʲɪçə,fʲ ɪ ç ə,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty,20,fʲ ɪ ç ə,fʲ ɪ ç ə,fʲ ɪ ç ə
Irish-Chan-2019-133-21-21-1,,Irish,Chan-2019-133-21-21,fʲɪçəheːnˠ,fʲɪçəheːnˠ,fʲ ɪ ç + ə + h eː nˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty and one,20 16 1,fʲ ɪ ç + ə + h eː nˠ,fʲ ɪ ç ə + ə + eː nˠ,fʲ ɪ ç -/ə + ə + h/- eː nˠ
Irish-Chan-2019-133-22-22-1,,Irish,Chan-2019-133-22-22,fʲɪçəd̪ˠoː,fʲɪçəd̪ˠoː,fʲ ɪ ç + ə + d̪ˠ oː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty and two,20 16 2,fʲ ɪ ç + ə + d̪ˠ oː,fʲ ɪ ç ə + ə + d̪ˠ oː,fʲ ɪ ç -/ə + ə + d̪ˠ oː
Irish-Chan-2019-133-23-23-1,,Irish,Chan-2019-133-23-23,fʲɪçətʲɾʲiː,fʲɪçətʲɾʲiː,fʲ ɪ ç + ə + tʲ ɾʲ iː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty and three,20 16 3,fʲ ɪ ç + ə + tʲ ɾʲ iː,fʲ ɪ ç ə + ə + tʲ ɾʲ iː,fʲ ɪ ç -/ə + ə + tʲ ɾʲ iː
Irish-Chan-2019-133-24-24-1,,Irish,Chan-2019-133-24-24,fʲɪçəcahəɾʲ,fʲɪçəcahəɾʲ,fʲ ɪ ç + ə + c a h ə ɾʲ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty and four,20 16 4,fʲ ɪ ç + ə + c a h ə ɾʲ,fʲ ɪ ç ə + ə + c a h ə ɾʲ,fʲ ɪ ç -/ə + ə + c a h ə ɾʲ
Irish-Chan-2019-133-25-25-1,,Irish,Chan-2019-133-25-25,fʲɪçəkuːɟ,fʲɪçəkuːɟ,fʲ ɪ ç + ə + k uː ɟ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty and five,20 16 5,fʲ ɪ ç + ə + k uː ɟ,fʲ ɪ ç ə + ə + k uː ɟ,fʲ ɪ ç -/ə + ə + k uː ɟ
Irish-Chan-2019-133-26-26-1,,Irish,Chan-2019-133-26-26,fʲɪçəʃeː,fʲɪçəʃeː,fʲ ɪ ç + ə + ʃ eː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty and six,20 16 6,fʲ ɪ ç + ə + ʃ eː,fʲ ɪ ç ə + ə + ʃ eː,fʲ ɪ ç -/ə + ə + ʃ eː
Irish-Chan-2019-133-27-27-1,,Irish,Chan-2019-133-27-27,fʲɪçəʃaxt̪ˠ,fʲɪçəʃaxt̪ˠ,fʲ ɪ ç + ə + ʃ a x t̪ˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty and seven,20 16 7,fʲ ɪ ç + ə + ʃ a x t̪ˠ,fʲ ɪ ç ə + ə + ʃ a x t̪ˠ,fʲ ɪ ç -/ə + ə + ʃ a x t̪ˠ
Irish-Chan-2019-133-28-28-1,,Irish,Chan-2019-133-28-28,fʲɪçəhɔxt̪ˠ,fʲɪçəhɔxt̪ˠ,fʲ ɪ ç + ə + h ɔ x t̪ˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty and eight,20 16 8,fʲ ɪ ç + ə + h ɔ x t̪ˠ,fʲ ɪ ç ə + ə + ɔ x t̪ˠ,fʲ ɪ ç -/ə + ə + h/- ɔ x t̪ˠ
Irish-Chan-2019-133-29-29-1,,Irish,Chan-2019-133-29-29,fʲɪçən̪ˠiː,fʲɪçən̪ˠiː,fʲ ɪ ç + ə + n̪ˠ iː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,twenty and nine,20 16 9,fʲ ɪ ç + ə + n̪ˠ iː,fʲ ɪ ç ə + ə + n̪ˠ iː,fʲ ɪ ç -/ə + ə + n̪ˠ iː
Irish-Chan-2019-133-30-30-1,,Irish,Chan-2019-133-30-30,tʲɾʲiːxə,tʲɾʲiːxə,tʲ ɾʲ iː + x ə,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty,3 12,tʲ ɾʲ iː + x ə,tʲ ɾʲ iː + x ə,tʲ ɾʲ iː + x ə
Irish-Chan-2019-133-31-31-1,,Irish,Chan-2019-133-31-31,tʲɾʲiːxəheːnˠ,tʲɾʲiːxəheːnˠ,tʲ ɾʲ iː + x + ə + h eː nˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty and one,3 12 16 1,tʲ ɾʲ iː + x + ə + h eː nˠ,tʲ ɾʲ iː + x ə + ə + eː nˠ,tʲ ɾʲ iː + x -/ə + ə + h/- eː nˠ
Irish-Chan-2019-133-32-32-1,,Irish,Chan-2019-133-32-32,tʲɾʲiːxəd̪ˠoː,tʲɾʲiːxəd̪ˠoː,tʲ ɾʲ iː + x + ə + d̪ˠ oː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty and two,3 12 16 2,tʲ ɾʲ iː + x + ə + d̪ˠ oː,tʲ ɾʲ iː + x ə + ə + d̪ˠ oː,tʲ ɾʲ iː + x -/ə + ə + d̪ˠ oː
Irish-Chan-2019-133-33-33-1,,Irish,Chan-2019-133-33-33,tʲɾʲiːxətʲɾʲiː,tʲɾʲiːxətʲɾʲiː,tʲ ɾʲ iː + x + ə + tʲ ɾʲ iː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty and three,3 12 16 3,tʲ ɾʲ iː + x + ə + tʲ ɾʲ iː,tʲ ɾʲ iː + x ə + ə + tʲ ɾʲ iː,tʲ ɾʲ iː + x -/ə + ə + tʲ ɾʲ iː
Irish-Chan-2019-133-34-34-1,,Irish,Chan-2019-133-34-34,tʲɾʲiːxəcahəɾʲ,tʲɾʲiːxəcahəɾʲ,tʲ ɾʲ iː + x + ə + c a h ə ɾʲ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty and four,3 12 16 4,tʲ ɾʲ iː + x + ə + c a h ə ɾʲ,tʲ ɾʲ iː + x ə + ə + c a h ə ɾʲ,tʲ ɾʲ iː + x -/ə + ə + c a h ə ɾʲ
Irish-Chan-2019-133-35-35-1,,Irish,Chan-2019-133-35-35,tʲɾʲiːxəkuːɟ,tʲɾʲiːxəkuːɟ,tʲ ɾʲ iː + x + ə + k uː ɟ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty and five,3 12 16 5,tʲ ɾʲ iː + x + ə + k uː ɟ,tʲ ɾʲ iː + x ə + ə + k uː ɟ,tʲ ɾʲ iː + x -/ə + ə + k uː ɟ
Irish-Chan-2019-133-36-36-1,,Irish,Chan-2019-133-36-36,tʲɾʲiːxəʃeː,tʲɾʲiːxəʃeː,tʲ ɾʲ iː + x + ə + ʃ eː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty and six,3 12 16 6,tʲ ɾʲ iː + x + ə + ʃ eː,tʲ ɾʲ iː + x ə + ə + ʃ eː,tʲ ɾʲ iː + x -/ə + ə + ʃ eː
Irish-Chan-2019-133-37-37-1,,Irish,Chan-2019-133-37-37,tʲɾʲiːxəʃaxt̪ˠ,tʲɾʲiːxəʃaxt̪ˠ,tʲ ɾʲ iː + x + ə + ʃ a x t̪ˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty and seven,3 12 16 7,tʲ ɾʲ iː + x + ə + ʃ a x t̪ˠ,tʲ ɾʲ iː + x ə + ə + ʃ a x t̪ˠ,tʲ ɾʲ iː + x -/ə + ə + ʃ a x t̪ˠ
Irish-Chan-2019-133-38-38-1,,Irish,Chan-2019-133-38-38,tʲɾʲiːxəhɔxt̪ˠ,tʲɾʲiːxəhɔxt̪ˠ,tʲ ɾʲ iː + x + ə + h ɔ x t̪ˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty and eight,3 12 16 8,tʲ ɾʲ iː + x + ə + h ɔ x t̪ˠ,tʲ ɾʲ iː + x ə + ə + ɔ x t̪ˠ,tʲ ɾʲ iː + x -/ə + ə + h/- ɔ x t̪ˠ
Irish-Chan-2019-133-39-39-1,,Irish,Chan-2019-133-39-39,tʲɾʲiːxən̪ˠiː,tʲɾʲiːxən̪ˠiː,tʲ ɾʲ iː + x + ə + n̪ˠ iː,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,three -ty and nine,3 12 16 9,tʲ ɾʲ iː + x + ə + n̪ˠ iː,tʲ ɾʲ iː + x ə + ə + n̪ˠ iː,tʲ ɾʲ iː + x -/ə + ə + n̪ˠ iː
Irish-Chan-2019-133-40-40-1,,Irish,Chan-2019-133-40-40,d̪ˠaçəd̪ˠ,d̪ˠaçəd̪ˠ,d̪ˠ a + ç ə + d̪ˠ,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,two twenty suff.gen.sg.,2 20 21,d̪ˠ a + ç ə + d̪ˠ,d̪ˠ oː + fʲ ɪ ç ə + d̪ˠ,d̪ˠ a/oː + -/fʲ -/ɪ ç ə + d̪ˠ
Irish-Chan-2019-133-40-40-2,,Irish,Chan-2019-133-40-40,cahɾˠəxə,cahɾˠəxə,c a h ɾˠ ə + x ə,,Dellert2020;Focloir_Scoile1998;Heggarty2024;Teanglann2025,,,,,four -ty,4 12,c a h ɾˠ ə + x ə,c a h ə ɾʲ + x ə,c a h -/ə ɾˠ/ɾʲ ə/- + x ə
Italian-Chan-2019-133-1-1-1,,Italian,Chan-2019-133-1-1,uno,uno,u n + o,,Dellert2020;Manczak1985;Comrie2011,,,,,one mask_flex,1 15,u n + o,u n + o,u n + o
Italian-Chan-2019-133-2-2-1,,Italian,Chan-2019-133-2-2,due,due,d u e,,Dellert2020;Manczak1985;Comrie2011,,,,,two,2,d u e,d u e,d u e
Italian-Chan-2019-133-3-3-1,,Italian,Chan-2019-133-3-3,tre,tre,t r e,,Dellert2020;Manczak1985;Comrie2011,,,,,three,3,t r e,t r e,t r e
Italian-Chan-2019-133-4-4-1,,Italian,Chan-2019-133-4-4,kwat:ro,kwat:ro,k w a tː r o,,Dellert2020;Manczak1985;Comrie2011,,,,,four,4,k w a tː r o,k w a tː r o,k w a tː r o
Italian-Chan-2019-133-5-5-1,,Italian,Chan-2019-133-5-5,t͡ʃinkwe,t͡ʃinkwe,t͡ʃ i n k w e,,Dellert2020;Manczak1985;Comrie2011,,,,,five,5,t͡ʃ i n k w e,t͡ʃ i n k w e,t͡ʃ i n k w e
Italian-Chan-2019-133-6-6-1,,Italian,Chan-2019-133-6-6,sei,sei,s e i,,Dellert2020;Manczak1985;Comrie2011,,,,,six,6,s e i,s e i,s e i
Italian-Chan-2019-133-7-7-1,,Italian,Chan-2019-133-7-7,set:e,set:e,s e tː e,,Dellert2020;Manczak1985;Comrie2011,,,,,seven,7,s e tː e,s e tː e,s e tː e
Italian-Chan-2019-133-8-8-1,,Italian,Chan-2019-133-8-8,ot:o,ot:o,o tː o,,Dellert2020;Manczak1985;Comrie2011,,,,,eight,8,o tː o,o tː o,o tː o
Italian-Chan-2019-133-9-9-1,,Italian,Chan-2019-133-9-9,nove,nove,n o v e,,Dellert2020;Manczak1985;Comrie2011,,,,,nine,9,n o v e,n o v e,n o v e
Italian-Chan-2019-133-10-10-1,,Italian,Chan-2019-133-10-10,diet͡ʃi,diet͡ʃi,d i e t͡ʃ i,,Dellert2020;Manczak1985;Comrie2011,,,,,ten,10,d i e t͡ʃ i,d i e t͡ʃ i,d i e t͡ʃ i
Italian-Chan-2019-133-11-11-1,,Italian,Chan-2019-133-11-11,undit͡ʃi,undit͡ʃi,u n + d i t͡ʃ i,,Dellert2020;Manczak1985;Comrie2011,,,,,one ten,1 10,u n + d i t͡ʃ i,u n + d i e t͡ʃ i,u n + d i -/e t͡ʃ i
Italian-Chan-2019-133-12-12-1,,Italian,Chan-2019-133-12-12,dodit͡ʃi,dodit͡ʃi,d o + d i t͡ʃ i,,Dellert2020;Manczak1985;Comrie2011,,,,,two ten,2 10,d o + d i t͡ʃ i,d u e + d i e t͡ʃ i,d o/u -/e + d i -/e t͡ʃ i
Italian-Chan-2019-133-13-13-1,,Italian,Chan-2019-133-13-13,tredit͡ʃi,tredit͡ʃi,t r e + d i t͡ʃ i,,Dellert2020;Manczak1985;Comrie2011,,,,,three ten,3 10,t r e + d i t͡ʃ i,t r e + d i e t͡ʃ i,t r e + d i -/e t͡ʃ i
Italian-Chan-2019-133-14-14-1,,Italian,Chan-2019-133-14-14,kwatːordit͡ʃi,kwatːordit͡ʃi,k w a tː o r + d i t͡ʃ i,,Dellert2020;Manczak1985;Comrie2011,,,,,four ten,4 10,k w a tː o r + d i t͡ʃ i,k w a tː r o + d i e t͡ʃ i,k w a tː -/r o r/- + d i -/e t͡ʃ i
Italian-Chan-2019-133-15-15-1,,Italian,Chan-2019-133-15-15,kwindit͡ʃi,kwindit͡ʃi,k w i n + d i t͡ʃ i,,Dellert2020;Manczak1985;Comrie2011,,,,,five ten,5 10,k w i n + d i t͡ʃ i,t͡ʃ i n k w e + d i e t͡ʃ i,k/t͡ʃ w/- i n -/k -/w -/e + d i -/e t͡ʃ i
Italian-Chan-2019-133-16-16-1,,Italian,Chan-2019-133-16-16,sedit͡ʃi,sedit͡ʃi,s e + d i t͡ʃ i,,Dellert2020;Manczak1985;Comrie2011,,,,,six ten,6 10,s e + d i t͡ʃ i,s e i + d i e t͡ʃ i,s e -/i + d i -/e t͡ʃ i
Italian-Chan-2019-133-17-17-1,,Italian,Chan-2019-133-17-17,dit͡ʃasːet:e,dit͡ʃasːet:e,d i t͡ʃ + a + sː e tː e,,Dellert2020;Manczak1985;Comrie2011,,,,,ten link seven,10 16 7,d i t͡ʃ + a + sː e tː e,d i e t͡ʃ i + a + s e tː e,d i -/e t͡ʃ -/i + a + sː/s e tː e
Italian-Chan-2019-133-18-18-1,,Italian,Chan-2019-133-18-18,dit͡ʃotːo,dit͡ʃotːo,d i t͡ʃ + o tː o,,Dellert2020;Manczak1985;Comrie2011,,,,,ten eight,10 8,d i t͡ʃ + o tː o,d i e t͡ʃ i + o tː o,d i -/e t͡ʃ -/i + o tː o
Italian-Chan-2019-133-19-19-1,,Italian,Chan-2019-133-19-19,dit͡ʃanːove,dit͡ʃanːove,d i t͡ʃ + a + nː o v e,,Dellert2020;Manczak1985;Comrie2011,,,,,ten link nine,10 16 9,d i t͡ʃ + a + nː o v e,d i e t͡ʃ i + a + n o v e,d i -/e t͡ʃ -/i + a + nː/n o v e
Italian-Chan-2019-133-20-20-1,,Italian,Chan-2019-133-20-20,venti,venti,v e n t i,,Dellert2020;Manczak1985;Comrie2011,,,,,twenty,13,v e n t i,v e n t i,v e n t i
Italian-Chan-2019-133-21-21-1,,Italian,Chan-2019-133-21-21,ventuːno,ventuːno,v e n t + uː n + o,,Dellert2020;Manczak1985;Comrie2011,,,,,twenty one mask_flex,13 1 15,v e n t + uː n + o,v e n t i + u n + o,v e n t -/i + uː/u n + o
Italian-Chan-2019-133-22-22-1,,Italian,Chan-2019-133-22-22,ventiduːe,ventiduːe,v e n t i + d u e,,Dellert2020;Manczak1985;Comrie2011,,,,,twenty two,13 2,v e n t i + d u e,v e n t i + d u e,v e n t i + d u e
Italian-Chan-2019-133-23-23-1,,Italian,Chan-2019-133-23-23,ventitre,ventitre,v e n t i + t r e,,Dellert2020;Manczak1985;Comrie2011,,,,,twenty three,13 3,v e n t i + t r e,v e n t i + t r e,v e n t i + t r e
